location,floor,floor_count,rooms_count,square_meter_price,price,year_of_construction,ipoteka_rate,area,discount,distance,monthly_payment
"Россия, Московская область, Мытищи, 8-й м-н, улица Лётная, 20 к3",3,5,2,229545,10100000,none,24.9,44.0,0.3,5.82,168334
"Россия, Московская область, Мытищи, 16-й м-н, улица Юбилейная, 4",2,14,3,175714,12300000,2021,24.9,70.0,0.6,5.75,205001
"Россия, Московская область, Мытищи, улица Терешковой, 2 к1",4,16,2,162823,8190000,none,24.9,50.3,0.3,6.28,136501
"Россия, Московская область, Ленинский городской округ, рп. Дрожжино, Новое шоссе, 2 к1",9,15,1,202439,8300000,none,24.9,41.0,0.3,2.73,139918
"Россия, Московская область, Ивантеевка, Хлебозаводская улица, 12 к2",17,17,2,142472,8990000,none,24.9,63.1,0.3,none,149834
"Россия, Московская область, Павловский Посад, улица Кирова, 48",1,5,2,82949,3600000,none,24.9,43.4,0.3,none,60000
"Россия, Московская область, Одинцово, UP-квартал Сколковский, улица Сколковская, 5а",7,25,3,231866,19500000,none,24.9,84.1,0.6,1.74,325002
"Россия, Московская область, Балашиха, Саввино м-н, Детская улица, 9",7,10,1,132169,5300000,none,24.9,40.1,0.3,3.05,88333
"Россия, Московская область, Красногорск, Павшино м-н, Авангардная улица, 6",15,44,1,248648,9200000,none,24.9,37.0,0.3,1.37,153334
"Россия, Московская область, Ленинский городской округ, пгт Мисайлово, Пригород Лесное м-н, Молодёжный бульвар, 8",9,17,0,200409,4890000,2021,24.9,24.4,0.3,11.45,81500
"Россия, Московская область, Балашиха, Павлино м-н, 19",7,9,2,115463,5600000,none,24.9,48.5,0.3,3.11,93334
"Россия, Московская область, Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",7,10,2,235363,11391588,none,24.9,48.4,0.6,6.13,189861
"Россия, Московская область, Истра городской округ, с. Павловская Слобода, Озёрная улица, 14",1,3,1,110000,4906000,none,24.9,44.6,0.3,none,81767
"Россия, Московская область, Истра городской округ, с. Павловская Слобода, Озёрная улица, 12",1,3,2,110280,5900000,none,24.9,53.5,0.3,9.84,none
"Россия, Московская область, Домодедово, Центральный м-н, Кутузовский проезд, 9",1,4,2,136258,5900000,none,24.9,43.3,0.3,15.37,98334
"Россия, Московская область, Балашиха, Саввино м-н, Спасский бульвар, 1",9,18,1,182410,5600000,none,24.9,30.7,0.3,2.72,93334
"Россия, Московская область, Химки, Новые Химки м-н, Юбилейный проспект, 66",1,16,1,213066,7990000,none,24.9,37.5,0.3,3.17,none
"Россия, Московская область, Мытищи, 1-й Стрелковый переулок, 3",16,17,1,214285,7800000,2023,24.9,36.4,0.3,12.2,130000
"Россия, Московская область, Одинцово, 7-й м-н, Можайское шоссе, 40",10,12,1,203947,7750000,none,24.9,38.0,0.3,0.9,129167
"Россия, Московская область, Мытищи городской округ, д. Бородино, Малая Бородинская улица, 1 к1",9,16,2,180743,10700000,2019,24.9,59.2,0.3,none,none
"Россия, Московская область, Раменское, Северное шоссе, 16а",20,21,3,157199,11900000,none,24.9,75.7,0.6,1.27,198334
"Россия, Московская область, Раменское, 1-й м-н, Красноармейская улица, 23",16,16,1,145000,7250000,none,24.9,50.0,none,none,120834
"Россия, Московская область, Раменское, Северное шоссе, 38 / улица Мира, к14а",8,21,1,139473,5300000,none,24.9,38.0,0.3,1.31,88333
"Россия, Московская область, Раменское, Северное шоссе, 16а",4,21,2,158181,8700000,none,24.9,55.0,0.3,1.27,145001
"Россия, Московская область, Люберцы городской округ, дп. Красково, Егорьевское шоссе, 1 к6",4,7,2,150899,10400000,2021,24.9,68.92,0.3,2.48,173334
"Россия, Московская область, Люберцы городской округ, пос. Жилино-1, 2-й квартал, 1 к2",2,12,2,156474,8700000,2023,24.9,55.6,none,2.38,145001
"Россия, Московская область, Балашиха, Ольгино м-н, улица Граничная, 9",14,17,1,156167,5950000,none,24.9,38.1,0.3,1.02,99167
"Россия, Московская область, Щёлково городской округ, рп. Монино, Авиационная улица, 6",7,12,2,141573,6300000,none,24.9,44.5,0.3,none,105000
"Россия, Московская область, Пушкино, Новое Пушкино, улица Просвещения, 10 к1",6,14,2,186567,7500000,none,24.9,40.2,0.3,none,125000
"Россия, Московская область, Дмитров, имени В.Н. Махалина м-н, 36",17,17,3,140740,9500000,2020,24.9,67.5,0.3,none,158334
"Россия, Московская область, Дмитровский городской округ, рп. Некрасовский, Ушакова улица, 26а",5,5,2,109869,5900000,none,24.9,53.7,0.3,none,none
"Россия, Московская область, Можайск, улица Фрунзе, 15",4,5,1,125000,5000000,none,24.9,40.0,0.3,none,83333
"Россия, Московская область, Электросталь, Южный м-н, улица Победы, 10 к3",5,5,3,87147,4950000,none,24.9,56.8,0.3,none,82500
"Россия, Московская область, Балашиха, Кучино м-н, Речная улица, 4",13,17,1,140211,5300000,none,24.9,37.8,none,1.43,88333
