location,floor,floor_count,rooms_count,square_meter_price,price,area,distance,monthly_payment
"Богородский городской округ, с. Балобаново, улица Полевая, 10",2,4,3,85784,7000000,81.6,5.536184325362192,108334.0
"Реутов, 9а м-н, Юбилейный проспект, 45",8,26,1,210159,10550000,50.2,1.48,175834.0
"Одинцово, Кутузовский м-н, улица Чистяковой, 2",7,17,3,164000,12300000,75.0,1.27,181528.0
"Одинцовский городской округ, дп. Лесной Городок, Восточный м-н, улица Энергетиков, 5",10,12,1,192647,6550000,34.0,1.12,108334.0
"Домодедово, Северный м-н, улица Гагарина, 63",14,17,1,192500,7700000,40.0,14.21,108334.0
"Лобня, Красная Поляна м-н, Текстильная улица, 12",6,17,2,116795,6050000,51.8,4.74,100834.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",9,10,2,241112,13285293,55.1,6.13,221423.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",3,6,2,176358,10510937,59.6,5.536184325362192,175183.0
"Орехово-Зуево, улица Парковская, 22",1,5,1,101973,3100000,30.4,5.536184325362192,51667.0
"Люберцы, Юбилейная улица, 4",3,5,2,159090,7000000,44.0,1.93,116667.0
"Павловский Посад городской округ, рп. Большие Дворы, улица Крупской, 6",2,3,1,86068,2780000,32.3,5.536184325362192,46333.0
"Фрязино, улица Горького, 2",14,16,2,120898,7000000,57.9,5.536184325362192,116667.0
"Наро-Фоминский городской округ, Апрелевка, Цветочная аллея, 9",12,14,2,154248,11800000,76.5,5.536184325362192,196668.0
"Реутов, 3а м-н, Кирова улица, 7",17,18,4,215439,26499000,123.0,1.19,441653.0
"Долгопрудный, Центральный м-н, проспект Ракетостроителей, 9 к1",19,20,2,199985,13999000,70.0,1.33,233318.0
"Балашиха, улица Яганова, 9",23,25,2,163663,5450000,33.3,10.65,90834.0
"Пушкино, Надсоновская улица, 24",17,20,1,148288,7800000,52.6,5.536184325362192,130000.0
"Балашиха, Чистопольская улица, 24",8,22,2,140186,7500000,53.5,5.536184325362192,108334.0
"Балашиха, им. Гагарина м-н, Балашихинское шоссе, 10",21,25,1,168341,6700000,39.8,8.37,108334.0
"Домодедово, Востряково м-н, улица Курыжова, 14 к2",16,17,1,130263,4950000,38.0,16.21,108334.0
"Реутов, 1-й м-н, Советская улица, 22 к1",11,17,2,220689,15999999,72.5,2.14,266668.0
"Подольск, Межшоссейный м-н, улица Свердлова, 3",5,5,1,159468,4800000,30.1,1.8,80000.0
"Красногорск городской округ, д. Сабурово, Рождественская улица, 3",4,8,3,126153,8200000,65.0,5.536184325362192,136667.0
"Сергиево-Посадский городской округ, пос. Реммаш, Школьная улица, 6",4,5,3,64236,3700000,57.6,5.536184325362192,61667.0
"Ленинский городской округ, пос. совхоза им. Ленина, 7а",17,17,3,293069,29600000,101.0,5.536184325362192,493336.0
"Фрязино, 4-й м-н, Полевая улица, 15",5,9,2,138000,6900000,50.0,5.536184325362192,115000.0
"Одинцовский городской округ, с. Лайково, 19",2,6,3,137119,9900000,72.2,6.53,165001.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",8,10,2,238242,11507132,48.3,6.13,191786.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",8,9,3,142757,12719689,89.1,5.536184325362192,211996.0
"Воскресенск, Москворецкий м-н, улица Рабочая, 114",7,9,2,84615,4400000,52.0,5.536184325362192,73333.0
"Чехов, Венюково м-н, улица Маркова, 13",3,5,2,127192,5800000,45.6,5.536184325362192,96667.0
"Одинцовский городской округ, д. Ликино, 103а",3,3,2,168269,8750000,52.0,5.536184325362192,145834.0
"Одинцовский городской округ, д. Ликино, 103а",1,3,2,157954,6950000,44.0,5.536184325362192,115834.0
"Одинцовский городской округ, д. Ликино, 103а",3,3,3,134250,14499000,108.0,5.536184325362192,108334.0
"Одинцовский городской округ, д. Ликино, 103",1,3,1,157833,8160000,51.7,5.93,108334.0
"Одинцовский городской округ, д. Ликино, 103",3,3,3,90957,8641000,95.0,5.93,108334.0
"Одинцовский городской округ, д. Ликино, 103а",3,3,2,127104,8999000,70.8,5.536184325362192,149984.0
"Одинцовский городской округ, д. Ликино, 103а",2,3,4,124907,13490000,108.0,5.536184325362192,108334.0
"Одинцовский городской округ, д. Ликино, 103а",1,3,1,194567,7199000,37.0,5.536184325362192,119984.0
"Одинцовский городской округ, д. Ликино, 103а",3,3,3,140243,11500000,82.0,5.536184325362192,191668.0
"Одинцово, Одинцово-1 м-н, Рябиновая улица, 7",2,15,1,211442,8500000,40.2,1.89,141667.0
"Королёв, Юбилейный м-н, улица А.И. Нестеренко, 10/12 / улица М.М. Глинкина, 12/10",5,5,2,119664,4990000,41.7,15.95,83167.0
"Королёв, Пионерская улица, 30 к9",6,17,2,194235,15500000,79.8,5.536184325362192,258335.0
"Подольск, Высотный м-н, улица Высотная, 13",1,5,1,176721,5390000,30.5,3.92,89833.0
"Серпухов, улица Фрунзе, 7/1",7,9,2,126086,5800000,46.0,5.536184325362192,85598.0
"Солнечногорск, ТИЗ Львово, Спортивная улица, 12",3,3,1,150000,6000000,40.0,5.536184325362192,100000.0
"Одинцовский городской округ, с. Немчиновка, Микрорайон Немчиновка, улица Связистов, 6",15,17,3,188571,16500000,87.5,2.46,108334.0
"Ленинский городской округ, пгт Мисайлово, Пригород Лесное м-н, Полевая улица, 2",1,17,3,182649,9790000,53.6,11.69,163167.0
"Подольск, 1-й м-н, Юбилейная улица, 18",4,5,3,134959,8300000,61.5,5.05,138334.0
"Балашиха, Чистопольская улица, 32",2,23,2,160000,10000000,62.5,5.536184325362192,166667.0
"Воскресенск городской округ, с. Федино, 17",2,5,3,67220,4450000,66.2,5.536184325362192,74167.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",5,6,3,141445,12715950,89.9,5.536184325362192,211934.0
"Химки городской округ, д. Брёхово, Митино Дальнее м-н, 16",3,4,2,111856,5000000,44.7,6.53,108334.0
"Щёлково, Щёлково-3 м-н, улица Бахчиванджи, 6",6,9,1,120426,3950000,32.8,5.536184325362192,65833.0
"Ленинский городской округ, рп. Бутово, Бутово парк м-н, жилой комплекс Бутово-Парк, 5",4,25,3,164473,12500000,76.0,1.71,210720.0
"Красногорск городской округ, д. Путилково, Мортонград Путилково м-н, Сходненская улица, 33",18,22,1,185714,7800000,42.0,4.78,130000.0
"Ступино, улица Чайковского, 61",3,9,1,152818,5150000,33.7,5.536184325362192,108334.0
"Домодедово, Востряково м-н, улица Батырева, 35",2,4,1,179411,6100000,34.0,16.46,108334.0
"Фрязино, 6-й м-н, Лесная улица, 1",4,9,3,115517,13400000,116.0,5.536184325362192,108334.0
"Одинцово, микрорайон Клубничное поле, 1",6,25,2,185185,9500000,51.3,5.536184325362192,158334.0
"Воскресенск городской округ, с. Конобеево, улица Учхоз, 8",5,5,2,78326,3650000,46.6,5.536184325362192,60833.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",8,10,2,239053,11570208,48.4,6.13,192838.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",3,9,3,151195,12201503,80.7,5.536184325362192,203359.0
"Ногинск, Рабочая улица, 62",1,4,2,139860,6000000,42.9,5.536184325362192,100000.0
"Люберцы, Октябрьский проспект, 386",1,5,2,156829,6430000,41.0,5.536184325362192,107167.0
"Одинцовский городской округ, Звенигород, Шихово м-н, улица Кирова, 78 к3",3,4,1,184659,6500000,35.2,5.536184325362192,108334.0
"Ногинск, улица Чапаева, 18",1,5,2,108851,4550000,41.8,5.536184325362192,75833.0
"Ногинск, Центральный м-н, улица 3-го Интернационала, 57",1,9,1,138571,4850000,35.0,5.536184325362192,80833.0
"Богородский городской округ, Ногинск, Инициативная улица, 20",1,5,3,103399,7300000,70.6,5.536184325362192,121667.0
"Ногинск, улица Дмитрия Михайлова, 4",14,15,2,137901,8150000,59.1,5.536184325362192,135834.0
"Ногинск, улица Советской Конституции, 44",3,5,2,88235,3900000,44.2,5.536184325362192,65000.0
"Электросталь, Центральный м-н, улица Тевосяна, 35а",4,5,2,98863,4350000,44.0,5.536184325362192,72500.0
"Лосино-Петровский городской округ, рп. Свердловский, Лукино-Варино, улица Строителей, 6",14,14,3,129729,9600000,74.0,5.536184325362192,160001.0
"Балашиха городской округ, д. Павлино, 69",14,18,2,119155,7900000,66.3,3.13,131667.0
"Мытищи, 24-й м-н, Олимпийский проспект, 32 к3",2,9,2,163656,7250000,44.3,9.0,120834.0
"Мытищи, 8-й м-н, улица Лётная, 20 к3",3,5,2,229545,10100000,44.0,5.82,168334.0
"Мытищи, 16-й м-н, улица Юбилейная, 4",2,14,3,175714,12300000,70.0,5.75,205001.0
"Мытищи, улица Терешковой, 2 к1",4,16,2,162823,8190000,50.3,6.28,136501.0
"Ленинский городской округ, рп. Дрожжино, Новое шоссе, 2 к1",9,15,1,202439,8300000,41.0,2.73,139918.0
"Ивантеевка, Хлебозаводская улица, 12 к2",17,17,2,142472,8990000,63.1,5.536184325362192,149834.0
"Павловский Посад, улица Кирова, 48",1,5,2,82949,3600000,43.4,5.536184325362192,60000.0
"Одинцово, UP-квартал Сколковский, улица Сколковская, 5а",7,25,3,231866,19500000,84.1,1.74,325002.0
"Балашиха, Саввино м-н, Детская улица, 9",7,10,1,132169,5300000,40.1,3.05,88333.0
"Красногорск, Павшино м-н, Авангардная улица, 6",15,44,1,248648,9200000,37.0,1.37,153334.0
"Балашиха, Павлино м-н, 19",7,9,2,115463,5600000,48.5,3.11,93334.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",7,10,2,235363,11391588,48.4,6.13,189861.0
"Истра городской округ, с. Павловская Слобода, Озёрная улица, 14",1,3,1,110000,4906000,44.6,5.536184325362192,81767.0
"Истра городской округ, с. Павловская Слобода, Озёрная улица, 12",1,3,2,110280,5900000,53.5,9.84,108334.0
"Домодедово, Центральный м-н, Кутузовский проезд, 9",1,4,2,136258,5900000,43.3,15.37,98334.0
"Балашиха, Саввино м-н, Спасский бульвар, 1",9,18,1,182410,5600000,30.7,2.72,93334.0
"Химки, Новые Химки м-н, Юбилейный проспект, 66",1,16,1,213066,7990000,37.5,3.17,108334.0
"Мытищи, 1-й Стрелковый переулок, 3",16,17,1,214285,7800000,36.4,12.2,130000.0
"Одинцово, 7-й м-н, Можайское шоссе, 40",10,12,1,203947,7750000,38.0,0.9,129167.0
"Мытищи городской округ, д. Бородино, Малая Бородинская улица, 1 к1",9,16,2,180743,10700000,59.2,5.536184325362192,108334.0
"Раменское, Северное шоссе, 16а",20,21,3,157199,11900000,75.7,1.27,198334.0
"Раменское, 1-й м-н, Красноармейская улица, 23",16,16,1,145000,7250000,50.0,5.536184325362192,120834.0
"Раменское, Северное шоссе, 38 / улица Мира, к14а",8,21,1,139473,5300000,38.0,1.31,88333.0
"Раменское, Северное шоссе, 16а",4,21,2,158181,8700000,55.0,1.27,145001.0
"Люберцы городской округ, дп. Красково, Егорьевское шоссе, 1 к6",4,7,2,150899,10400000,68.92,2.48,173334.0
"Люберцы городской округ, пос. Жилино-1, 2-й квартал, 1 к2",2,12,2,156474,8700000,55.6,2.38,145001.0
"Балашиха, Ольгино м-н, улица Граничная, 9",14,17,1,156167,5950000,38.1,1.02,99167.0
"Щёлково городской округ, рп. Монино, Авиационная улица, 6",7,12,2,141573,6300000,44.5,5.536184325362192,105000.0
"Пушкино, Новое Пушкино, улица Просвещения, 10 к1",6,14,2,186567,7500000,40.2,5.536184325362192,125000.0
"Дмитров, имени В.Н. Махалина м-н, 36",17,17,3,140740,9500000,67.5,5.536184325362192,158334.0
"Дмитровский городской округ, рп. Некрасовский, Ушакова улица, 26а",5,5,2,109869,5900000,53.7,5.536184325362192,108334.0
"Можайск, улица Фрунзе, 15",4,5,1,125000,5000000,40.0,5.536184325362192,83333.0
"Электросталь, Южный м-н, улица Победы, 10 к3",5,5,3,87147,4950000,56.8,5.536184325362192,82500.0
"Балашиха, Кучино м-н, Речная улица, 4",13,17,1,140211,5300000,37.8,1.43,88333.0
"Одинцовский городской округ, рп. Заречье, Каштановая улица, 6",7,10,4,335000,33500000,100.0,3.58,558337.0
"Королёв, Болшево м-н, Подмосковная улица, 7",17,17,1,334042,15700000,47.0,15.96,261668.0
"Пушкино, Новое Пушкино, Сретенская улица, 1 к2",7,13,1,170940,6000000,35.1,5.536184325362192,100000.0
"Лобня, Москвич м-н, улица Пушкина, 6",3,14,1,153846,7200000,46.8,1.84,120000.0
"Воскресенск городской округ, Белоозёрский, Молодёжная улица, 2",4,4,2,103233,4150000,40.2,5.536184325362192,108334.0
"Химки, Сходня м-н, улица Фрунзе, вл30",6,8,3,164991,9850000,59.7,1.28,164167.0
"Ленинский городской округ, рп. Дрожжино, Новое шоссе, 8 к2",9,16,2,190082,11500000,60.5,3.02,191668.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",6,10,2,234937,11065569,47.1,6.13,184427.0
"Мытищи городской округ, пос. Нагорное, Полковника Романова улица, 7 к1",4,17,1,238341,9200000,38.6,5.536184325362192,153334.0
"Клин, микрорайон Майданово, 4 к2",5,9,1,141480,4550000,32.16,5.536184325362192,75833.0
"Клин, микрорайон Майданово, 4 к2",3,9,2,140362,6350000,45.24,5.536184325362192,105834.0
"Клин, микрорайон Майданово, 4 к2",6,9,1,141348,5220000,36.93,5.536184325362192,87000.0
"Клин, микрорайон Майданово, 4 к2",7,9,2,132780,7850000,59.12,5.536184325362192,130834.0
"Клин, микрорайон Майданово, 4 к2",5,9,2,135308,7400000,54.69,5.536184325362192,123334.0
"Люберцы городской округ, рп. Октябрьский, Школьная улица, 1 к2",15,17,1,146428,6150000,42.0,5.536184325362192,102500.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",7,10,2,238324,13131706,55.1,6.13,218863.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",4,9,2,167278,10940006,65.4,5.536184325362192,182334.0
"Пушкинский городской округ, рп. Правдинский, улица Герцена, 26",7,9,3,109482,6350000,58.0,5.536184325362192,108334.0
"Клин городской округ, посёлок Чайковского, 9а",4,4,1,95238,4000000,42.0,5.536184325362192,67430.0
"Химки городской округ, д. Брёхово, Митино Дальнее м-н, 10",2,4,1,134751,3800000,28.2,6.52,63333.0
"Химки городской округ, д. Брёхово, Митино Дальнее м-н, 10",5,16,4,148000,11100000,75.0,6.52,185001.0
"Королёв, Первомайский м-н, Солнечная улица, 2",4,4,1,224000,8960000,40.0,17.72,149334.0
"Ленинский городской округ, рп. Боброво, Восточное Бутово м-н, Лесная улица, 22 к2",14,17,1,166428,6990000,42.0,4.28,116500.0
"Балашиха, Павлино м-н, 22",2,9,1,124242,4100000,33.0,3.21,68333.0
"Ивантеевка, Центральный проезд, 4а",2,5,2,135714,5700000,42.0,5.536184325362192,95000.0
"Солнечногорск городской округ, д. Голубое, квартал КМЖЗ Мелодия леса, 6",1,12,1,140732,6150000,43.7,4.43,102500.0
"Подольск городской округ, пос. Быково, улица Спортивная, 6",4,9,1,151162,6500000,43.0,3.97,108334.0
"Егорьевск, 3-й м-н, 8",7,9,2,98837,4250000,43.0,5.536184325362192,70833.0
"Котельники, Белая Дача м-н, Кузьминская улица, 17",4,14,3,160800,13250000,82.4,1.04,220834.0
"Подольск городской округ, д. Бородино, Варшавское шоссе, 78",4,7,2,129629,7000000,54.0,7.06,116667.0
"Ленинский городской округ, пос. совхоза им. Ленина, 5",5,5,2,204128,8900000,43.6,5.536184325362192,148334.0
"Балашиха, Железнодорожный м-н, Пионерская улица, 33",10,17,3,152265,14450000,94.9,2.56,240835.0
"Электрогорск, улица Кржижановского, 31",5,5,2,72768,3995000,54.9,5.536184325362192,67346.0
"Одинцовский городской округ, рп. Заречье, Медовая улица, 2",2,9,2,800000,80000000,100.0,3.33,1333343.0
"Орехово-Зуевский городской округ, Куровское, Советская улица, 111",3,3,1,81818,2250000,27.5,5.536184325362192,37500.0
"Домодедово, Западный м-н, Лунная улица, 23",11,15,2,208333,12500000,60.0,15.13,108334.0
"Наро-Фоминск, улица Ленина, 33а",1,5,2,120967,4500000,37.2,5.536184325362192,75000.0
"Ивантеевка, Санаторная улица, 1 к1",3,7,1,161111,8700000,54.0,5.536184325362192,145001.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",5,5,1,153585,4990000,32.49,5.536184325362192,83167.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",3,5,1,149716,5550000,37.07,5.536184325362192,92500.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",2,5,1,135284,5525000,40.84,5.536184325362192,92084.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",2,5,1,140412,4020000,28.63,5.536184325362192,67000.0
"Рузский городской округ, рп. Тучково, Жилой комплекс ""Дружный""",2,5,1,156462,5060000,32.34,5.536184325362192,84333.0
"Одинцовский городской округ, село Лайково, жилой комплекс Город-событие Лайково, квартал Лайково Мелоди, 19",8,10,1,160990,5200000,32.3,5.536184325362192,76743.0
"Мытищи, 10а м-н, Новомытищинский проспект, 62 к1",9,10,1,236234,10158096,43.0,6.13,169302.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",7,9,3,141268,12657642,89.6,5.536184325362192,210962.0
"Видное, проспект Ленинского Комсомола, 62",4,5,2,145652,6700000,46.0,7.63,111667.0
"Балашиха, Железнодорожный м-н, проспект Героев, 17",18,21,2,219148,10300000,47.0,2.33,171667.0
"Богородский городской округ, пос. Зеленый, Зелёный посёлок, 55",8,9,1,113772,3800000,33.4,11.59,108334.0
"Балашиха, Балашиха-3 м-н, Пушкинская улица, 7",1,9,2,155319,7300000,47.0,7.55,108334.0
"Богородский городской округ, пос. Зеленый, Школьная улица, 9",10,12,1,129010,5999000,46.5,11.56,108334.0
"Балашиха, Кучино м-н, Почтовая улица, 4/1",1,9,3,154545,8500000,55.0,0.53,108334.0
"Истра, Восточный м-н, проспект Генерала Белобородова, 32",3,4,2,122913,8100000,65.9,5.536184325362192,135000.0
"Богородский городской округ, Старая Купавна, территория Микрорайон, 13",2,5,2,108384,5300000,48.9,5.536184325362192,88333.0
"Богородский городской округ, с. Бисерово, Новое Бисерово 2 м-н, 1",1,5,2,133116,6150000,46.2,9.74,102500.0
"Богородский городской округ, пос. Зеленый, Школьная улица, 11",6,16,1,133086,5390000,40.5,11.6,89833.0
"Богородский городской округ, Электроугли, улица Маяковского, 36",2,5,2,109574,5150000,47.0,5.536184325362192,108334.0
"Шатура, проспект Ильича, 47",3,4,2,107913,4500000,41.7,5.536184325362192,108334.0
"Одинцовский городской округ, Звенигород, Восточный м-н, 3-й микрорайон, 9",11,15,1,145161,5400000,37.2,5.536184325362192,90000.0
"Солнечногорск городской округ, д. Голубое, Парковый бульвар, 3 к2",5,18,1,127007,5715333,45.0,6.18,95256.0
"Павловский Посад, улица Карповская, 45/2",3,4,1,100638,3150000,31.3,5.536184325362192,52500.0
"Красногорск городской округ, д. Глухово, Романовская улица, 15",2,8,1,172910,6000000,34.7,5.536184325362192,100000.0
"Королёв, Костино м-н, улица Горького, 6Б",9,9,3,143103,8300000,58.0,15.02,138334.0
"Дмитров, имени В.Н. Махалина м-н, 39",9,17,1,118181,3900000,33.0,5.536184325362192,65000.0
"Дмитров, имени К.А. Аверьянова м-н, 3",5,9,3,117647,7200000,61.2,5.536184325362192,120000.0
"Дзержинский, Гремячевский м-н, Томилинская улица, 11",8,14,1,178571,6250000,35.0,6.87,104167.0
"Котельники, Белая Дача м-н, улица Строителей, 5",7,22,3,186915,20000000,107.0,0.86,333335.0
"Домодедово, Белые Столбы м-н, улица Мечты, 24 к1",1,3,1,128750,5150000,40.0,5.536184325362192,85833.0
"Богородский городской округ, Старая Купавна, улица Ленина, 50",2,4,2,101449,4200000,41.4,5.536184325362192,70000.0
"Богородский городской округ, рп. Обухово, улица Яковлева, 54",5,5,1,125000,4000000,32.0,5.536184325362192,66667.0
"Дмитровский городской округ, рп. Деденево, Московское шоссе, 11",5,5,2,95873,3950000,41.2,5.536184325362192,65833.0
"Дмитровский городской округ, д. Насадкино, 5",1,4,1,62500,2100000,33.6,5.536184325362192,35000.0
"Сергиево-Посадский городской округ, д. Марьино, 25",3,5,1,56506,1650000,29.2,5.536184325362192,27500.0
"Дмитров, имени А.М. Маркова м-н, улица Маркова, 39",3,9,2,93851,5800000,61.8,5.536184325362192,96667.0
"Химки, Левобережный м-н, улица Пожарского, 27",7,10,3,240000,15000000,62.5,1.61,250001.0
"Королёв, Болшево м-н, улица Исаева, 9",9,17,2,206395,10650000,51.6,15.98,177501.0
"Ленинский городской округ, рп. Дрожжино, Бутово парк 2 м-н, Новое шоссе, 7 к2",11,20,1,171800,7250000,42.2,2.03,120834.0
"Коломна, Колычёво м-н, улица Девичье поле, 6",7,10,3,112980,7999000,70.8,5.536184325362192,133317.0
"Люберцы городской округ, пос. Жилино-1, 2-й квартал, 1 к3",6,12,2,151341,7900000,52.2,2.29,131667.0
"Ленинский городской округ, пгт Мисайлово, Пригород Лесное м-н, Пригородное шоссе, 6",4,17,1,173652,5800000,33.4,10.88,96667.0
"Люберцы, Красная горка м-н, проспект Гагарина, 15/8 / проспект Победы, 8/15",6,23,3,124098,17200000,138.6,1.53,286668.0
"Красногорск, Чернево-2 м-н, улица Ленина, 42",12,17,2,220228,13500000,61.3,2.9,225001.0
"Люберцы, улица Юности, 9",4,17,2,187484,11999000,64.0,1.06,199984.0
"Котельники, Кузьминская улица, 5",17,17,2,201492,13500000,67.0,1.47,225001.0
"Мытищи, 16-й м-н, улица Борисовка, 24а",21,25,1,202380,8500000,42.0,5.62,141667.0
"Ленинский городской округ, д. Коробово, улица Авиаторов, 3",12,17,2,167346,8200000,49.0,15.53,136667.0
"Дмитров, имени К.А. Аверьянова м-н, 25",13,14,3,158928,17800000,112.0,5.536184325362192,296668.0
"Химки, Планерная м-н, 23",17,17,2,105795,7850000,74.2,0.94,130834.0
"Ленинский городской округ, пгт Мисайлово, Пригород Лесное м-н, Полевая улица, 6",14,17,1,180555,6500000,36.0,11.82,108334.0
"Домодедово, Востряково м-н, улица Курыжова, 1 к3",5,12,2,158964,8600000,54.1,16.18,143334.0
"Раменское, Молодёжная улица, 30",11,14,2,157575,10400000,66.0,4.24,173334.0
"Ленинский городской округ, пос. Развилка, Римский проезд, 5",8,14,2,210972,11498000,54.5,4.25,191634.0
"Люберцы городской округ, рп. Октябрьский, улица Калинина, 1Б",3,4,2,146396,6500000,44.4,7.03,108334.0
"Балашиха, Железнодорожный м-н, Лесопарковая улица, 16",11,17,1,165876,7000000,42.2,1.21,116667.0
"Мытищи, 37-й м-н, улица Попова, 20",5,5,2,138947,6600000,47.5,10.81,110000.0
"Истра, Восточный м-н, проспект Генерала Белобородова, 31",1,4,1,138121,5000000,36.2,5.536184325362192,83333.0
"Ленинский городской округ, с. Молоково, Ново-Молоковский бульвар, 6",4,12,2,151843,7000000,46.1,13.29,108334.0
"Ленинский городской округ, с. Молоково, Солнечный проезд, 6",8,9,1,158213,5490000,34.7,13.76,91500.0
"Люберцы, Зенино ЖК Самолёт м-н, Озёрная улица, 9",8,17,2,224097,8314000,37.1,2.68,138567.0
"Подольск, Шепчинки м-н, Пионерская улица, 15",12,15,1,185185,7500000,40.5,3.88,125000.0
"Одинцово, 4-й м-н, улица Новоспортивная, 20 к2",6,12,1,207161,8100000,39.1,1.61,108334.0
"Домодедово, Востряково м-н, улица Курыжова, 15 к1",10,12,1,146590,6450000,44.0,16.23,107500.0
"Видное, Видный город, бульвар имени народного артиста СССР Мстислава Ростроповича, 4 к1",4,8,3,146033,8835000,60.5,5.58,147251.0
"Ленинский городской округ, пгт Мисайлово, Пригород Лесное м-н, Луговая улица, 4",13,17,2,163265,7200000,44.1,12.05,120000.0
"Видное, Видный город, улица имени народной артистки СССР Галины Вишневской, 5",4,8,1,192307,6250000,32.5,5.06,104167.0
"Сергиев Посад, Бероунская улица, 20",3,5,1,132013,4000000,30.3,5.536184325362192,66667.0
"Дубна, проспект Боголюбова, 30",5,9,1,208571,7300000,35.0,5.536184325362192,121667.0
"Дубна, улица С.И. Вавилова, 4",1,4,2,134146,5500000,41.0,5.536184325362192,91667.0
"Дубна, улица Энтузиастов, 3Б",9,9,2,159615,8300000,52.0,5.536184325362192,138334.0
"Дубна, улица Ленина, 3",1,3,3,159420,8800000,55.2,5.536184325362192,146667.0
"Дубна, улица Мира, 17",3,4,3,137931,7600000,55.1,5.536184325362192,126667.0
"Красногорск городской округ, пос. Ильинское-Усово, проезд Александра Невского, 9",1,11,2,108153,6500000,60.1,9.29,108334.0
"Богородский городской округ, Старая Купавна, улица Чехова, 4",14,18,1,158333,5700000,36.0,5.536184325362192,108334.0
"Подольск, Ново-Сырово м-н, проспект Юных Ленинцев, 88",2,5,1,144827,4200000,29.0,1.97,70000.0
"Люберцы, Рождественская улица, 6",10,25,2,197106,10900000,55.3,5.536184325362192,108334.0
"Мытищи, 17а м-н, проспект Астрахова, 5а к3",16,18,2,241187,13000000,53.9,7.42,216668.0
"Люберцы городской округ, дп. Красково, Коренёво м-н, улица Лорха, 9",2,5,2,128421,6100000,47.5,3.64,101667.0
"Балашиха, Железнодорожный м-н, Автозаводская улица, 4 к1",2,12,1,210714,8850000,42.0,1.17,147501.0
"Богородский городской округ, Электроугли, улица Советская, 13а",5,5,3,124373,7450000,59.9,15.94,124167.0
"Одинцовский городской округ, с. Лайково, микрорайон Город-событие, 68",4,9,4,151735,13990000,92.2,7.68,233168.0
"Одинцовский городской округ, д. Малые Вязёмы, Петровское шоссе, 1",3,12,1,145833,5600000,38.4,5.536184325362192,93334.0
"Мытищи городской округ, д. Пирогово, улица Ильинского, 5",8,9,3,147721,12275632,83.1,5.536184325362192,204595.0
"Дубна, Тверская улица, 11",5,9,4,157894,10500000,66.5,5.536184325362192,175001.0
